name,country_codes,countries
EMRATEL TECHNOLOGIES INC.,RUS,Russia
RIVERBACK ENTERPRISES INC,RUS,Russia
CADENCE PROJECTS LTD.,RUS,Russia
SalamWorld Corp.,RUS,Russia
SCOTTLEY ENGINEERING LIMITED,RUS,Russia
DUNFEY SYSTEMS LIMITED,RUS,Russia
HELSBY PACIFIC LIMITED,RUS,Russia
Nortwest Management Inc.,RUS,Russia
EXNESS (B.V.I.) LIMITED,RUS,Russia
SANTANA PREMIER CORP.,RUS,Russia
VERNOVA PRODUCTS CORPORATION,RUS,Russia
NORACONT ENTERPRISES CORP.,RUS,Russia
BONART PRODUCTS CORP.,RUS,Russia
MAXCOM VENTURES LTD.,RUS,Russia
WALMARK INVESTMENT INC.,RUS,Russia
KRESLINE ALLIANCE INC.,RUS,Russia
KEMPOTEX DEVELOPMENT INC.,RUS,Russia
FLINTOR SERVICES COMPANY LTD.,RUS,Russia
HARDAM ASSOCIATES LTD.,RUS,Russia
NFB Investment Corp.,RUS,Russia
DAINTY PROPERTY HOLDINGS LTD,RUS,Russia
OPTIMUS INVESTMENT HOLDINGS CORP.,RUS,Russia
ISLES CAPITAL LTD.,RUS,Russia
CONNECT INVESTMENT CAPITAL LIMITED,RUS,Russia
GANO SERVICES INC.,RUS,Russia
GL GROUP LTD.,RUS,Russia
G.B.S. Invest Company Limited,RUS,Russia
LAVENAR VENTURES INC.,RUS,Russia
"M.R.M. INVEST, INC.",RUS,Russia
Laston Global Inc.,RUS,Russia
NORTON HOLDINGS GLOBAL LTD.,RUS,Russia
TRADEVER SYSTEMS INC.,RUS,Russia
INVEST FOREX AND MANAGEMENT LTD.,RUS,Russia
SEMLINERT ENTERPRISES CORP.,RUS,Russia
KOREMAN INNOVATION LTD.,RUS,Russia
KSP INTERNATIONAL LTD.,RUS,Russia
LEMCO DEVELOPMENT CORP.,RUS,Russia
DIPTON WOLFRAM GROUP LIMITED,RUS,Russia
ALFRETON COMMERCE LTD.,RUS,Russia
NORVEND ENTERPRISES LTD.,RUS,Russia
Zitlab Holdings Limited,RUS,Russia
WARGEZA Inc.,RUS,Russia
Energy Technic Consulting Ltd.,RUS,Russia
HENDRICKS CONSULTING INC.,RUS,Russia
Rusalit Ltd,RUS,Russia
MERICO INVESTMENT INC.,RUS,Russia
INVOTECH PROJECTS COMPANY LTD.,RUS,Russia
DREVER EQUITIES CORPORATION,RUS,Russia
KENVIST PRODUCTIONS LTD.,RUS,Russia
BALMONT HOLDINGS GROUP S.A.,RUS,Russia
CREORA VENTURES LTD.,RUS,Russia
FLAVANDE ENTERPRISES LIMITED,RUS,Russia
DENA PHARMACEUTICALS LTD,RUS,Russia
MORRELTON COMMERCE LTD.,RUS,Russia
ALTUS DEVELOPMENT GROUP INC.,RUS,Russia
Neutrino Capital Management Inc.,RUS,Russia
CORDER PROJECTS LTD.,RUS,Russia
IPIK Ltd.,RUS,Russia
Intehenergoresours JSC Limited,RUS,Russia
KEABLE CORPORATION,RUS,Russia
Avalanche 2012 Transport Limited,RUS,Russia
CHForge LTD,RUS,Russia
ANSA INTERNATIONAL LIMITED,RUS,Russia
LENNICON TECHNOLOGIES LTD.,RUS,Russia
CORVANT PRODUCTS CORP.,RUS,Russia
ENZO EQUITIES DEVELOPMENT CORP.,RUS,Russia
ARVANO INVESTMENTS LTD.,RUS,Russia
FESCO INVESTMENT LTD.,RUS,Russia
ROSSWOOD INTERNATIONAL CORP.,RUS,Russia
KEYSTONE CAPITAL MARKETS LTD,RUS,Russia
REMCONT VENTURES LTD.,RUS,Russia
KELOVAN MANAGEMENT LTD.,RUS,Russia
AEROCLUB LIMITED,RUS,Russia
CITY PLAN TECHNOLOGY LIMITED,RUS,Russia
NOMICOS ENTERPRISES CORP.,RUS,Russia
TURMAN INDUSTRIES LTD.,RUS,Russia
FERAMEX TECHNOLOGIES CORP.,RUS,Russia
HAUXWELL RESOURCES S.A.,RUS,Russia
SOUND SYSTEMS LIMITED,RUS,Russia
DELAVERT COMMERCIAL GROUP INC.,RUS,Russia
CABRAN PRODUCTS CORP.,RUS,Russia
Alliance Enterprises Group Limited,RUS,Russia
Transforward Ltd.,RUS,Russia
RAINFORD CAPITAL INC.,RUS,Russia
AFF GROUP LIMITED,RUS,Russia
INVOPORT UNIVERSAL INC.,RUS,Russia
Main Investment Company Inc.,RUS,Russia
NEMO GROUP LTD.,RUS,Russia
FORTEST PROJECTS GROUP INC.,RUS,Russia
Wings International Group Limited,RUS,Russia
PLANETA ENTERPRISES GROUP LTD.,RUS,Russia
CATLOW COMMERCE LIMITED,RUS,Russia
AXFORD ENTERPRISES LIMITED,RUS,Russia
MARTISAN ALLIANCE LTD.,RUS,Russia
BONNAFANT CORPORATION,RUS,Russia
Vestmoreland Property Management & Design Corp.,RUS,Russia
ELEXON PROPERTY S.A.,RUS,Russia
BOSCADEL ENTERPRISES LIMITED,RUS,Russia
LANGBAIN TRADING INC.,RUS,Russia
FANUTS INC.,RUS,Russia
AST ASSET MANAGEMENT INC.,RUS,Russia
DAMIRON INVESTMENTS LTD.,RUS,Russia
S.T.I. UNITED CORPORATION,RUS,Russia
ARGAMAN VENTURES CORP.,RUS,Russia
Home Proekt Ltd.,RUS,Russia
TFF Investments LTD,RUS,Russia
Alerman Ltd.,RUS,Russia
TETON TRADING S.A.,RUS,Russia
KAYMORE LIMITED,RUS,Russia
KEMOSON PRODUCTS LTD.,RUS,Russia
EYMUR Trading Company LTD,RUS,Russia
ANDERTON DEVELOPMENTS LIMITED,RUS,Russia
De Vision LTD.,RUS,Russia
PAREST TECHNOLOGIES LIMITED,RUS,Russia
DIGNAN ASSETS LIMITED,RUS,Russia
DELLAR NETWORKING LIMITED,RUS,Russia
FONTENOY PROMOTION LTD.,RUS,Russia
MB TRADE GROUP LTD.,RUS,Russia
MARJORAMA S.A.,RUS,Russia
The North-East Trading Company Ltd,RUS,Russia
PARALLEL NOMINEES LTD.,RUS,Russia
CANFIELD PORTFOLIO LIMITED,RUS,Russia
OLSON & VAN LYS LTD.,RUS,Russia
ANKOMAR PRODUCTS COMPANY LTD.,RUS,Russia
COLTHART SYSTEMS LIMITED,RUS,Russia
BUROVET TECHNOLOGIES LTD.,RUS,Russia
OSTENT EQUITIES INC.,RUS,Russia
Bitina Holding Limited,RUS,Russia
Financial Flows & Products Corporation,RUS,Russia
Craftwell Industries Corp.,RUS,Russia
KELLET ASSETS LIMITED,RUS,Russia
NORVISTA COMMERCIAL GROUP INC.,RUS,Russia
GILMORTON OVERSEAS CORPORATION,RUS,Russia
ADLAND TRADING SERVICES LTD,RUS,Russia
BROWDER COMMERCIAL INC.,RUS,Russia
CarPay Corporation,RUS,Russia
OROUND PARADISE GROUP LTD.,RUS,Russia
ROCMA MARKETING LTD.,RUS,Russia
TRISTAN REAL ESTATE LTD,RUS,Russia
GRESHAM MARKETING LTD.,RUS,Russia
PALENTA ENTERPRISES GROUP INC.,RUS,Russia
LEMINT VENTURES CORP.,RUS,Russia
DMA Overseas Ltd.,RUS,Russia
VIN LOGISTICS LTD,RUS,Russia
PRENTEST INDUSTRY LTD.,RUS,Russia
FERMEK ALLIANCE LTD.,RUS,Russia
Agrana Assets Limited,RUS,Russia
FORWOOD ASSETS LIMITED,RUS,Russia
HEWMART PRODUCTS INC.,RUS,Russia
Tanston Investments Corp.,RUS,Russia
ELLIOT GROUP ASSETS LTD.,RUS,Russia
FORTBRIDGE GROUP S.A.,RUS,Russia
MOWBRAY PACIFIC LIMITED,RUS,Russia
CHISWICK GROUP SERVICES S.A.,RUS,Russia
FORECOM UNIVERSAL CORP.,RUS,Russia
FENISTON UNIVERSAL INC.,RUS,Russia
KEMPERENT COMMERCIAL GROUP INC.,RUS,Russia
Aden Group Ltd.,RUS,Russia
ROSSDALE CONSULTANCY INC.,RUS,Russia
ENNEVER DEVELOPMENTS LIMITED,RUS,Russia
KRONOS FINANCE CORP.,RUS,Russia
LINKAROM ASSOCIATIONS LTD,RUS,Russia
Sanova Incorporation Ltd.,RUS,Russia
SOMELIA CAPITAL COMMERCE LIMITED,RUS,Russia
TIMEX GROUP LIMITED,BLR,Belarus
ASTARTA VENTURES CORP.,RUS,Russia
SOLVENT HOLDINGS GROUP INC.,RUS,Russia
HOBCROFT CORPORATION,RUS,Russia
Ricton Premier LTD,RUS,Russia
Corporate Jet Management Ltd.,RUS,Russia
NB HOUSE LTD,RUS,Russia
highglossy digital media solution Ltd.,RUS,Russia
ROCKLIFF CORPORATION,RUS,Russia
Ring Market Ltd.,RUS,Russia
LENCHESTER MARKETING LTD.,RUS,Russia
ARLONA INVESTMENTS GROUP INC.,RUS,Russia
AFRICA MINING &TREATMENT CORPORATION,RUS,Russia
BILOXI ASSOCIATES CORPORATION,RUS,Russia
Art of Entertainment Ltd.,RUS,Russia
Nobius Ltd.,RUS,Russia
GI Associates Ltd.,RUS,Russia
Solutions Group Global Ltd.,RUS,Russia
New Media Platform Management Inc.,RUS,Russia
Flows Financial & Products Corporation,RUS,Russia
AVITUS LTD,RUS,Russia
MSM GROUP LIMITED,RUS,Russia
BELLAMY MANAGEMENT INDUSTRIES CORP.,RUS,Russia
Alpha Members Ltd.,RUS,Russia
F. STATI ART LTD,RUS,Russia
LARENTA ENTERPRISES INC.,RUS,Russia
AZIMOU FINANCIAL GROUP INC.,RUS,Russia
Trident Architecture and Engineering Technologies Limited,RUS,Russia
HIBRIDGE LTD.,RUS,Russia
QUAESOR MANAGEMENT INC,RUS,Russia
TEXBERG INVESTMENTS CORP.,RUS,Russia
PREONET SERVICES LTD.,RUS,Russia
WALTON GLOBAL CONSULTANTS LIMITED,RUS,Russia
FARRINGTON GLOBAL GROUP LIMITED,RUS,Russia
METECO Ltd.,RUS,Russia
PROXIMA TRADING LTD.,RUS,Russia
Rockwest Ltd.,RUS,Russia
GATLAND LIMITED,RUS,Russia
Fortnostress Corporate Management Gmbh Ltd.,RUS,Russia
N&E Technology Co Limited,RUS,Russia
GREROS LIMITED,RUS,Russia
Vittoriano Management Limited,RUS,Russia
ELSER SYSTEMS LTD.,RUS,Russia
VIVIFY TRADING LTD.,RUS,Russia
Moling Enterprises Corp.,RUS,Russia
BIGGAR SYSTEMS LIMITED,RUS,Russia
SEILBERG HOLDINGS LIMITED,RUS,Russia
TWG International Inc.,RUS,Russia
ALBERY MANAGEMENT LIMITED,RUS,Russia
SC Financial Group Inc.,RUS,Russia
BARSO agency INC.,RUS,Russia
LEMON GLOBAL MANAGEMENT INCORPORATED,RUS,Russia
PRIVACY SERVICES LTD.,RUS,Russia
ROYSTON CONSULTING LTD.,RUS,Russia
CREDOFINANCE LTD.,RUS,Russia
ABIANNE LIMITED,RUS,Russia
Atlas and Delm Ltd.,RUS,Russia
PRIME BUSINESS GLOBAL LTD,RUS,Russia
Blue Oceans Premier Management Ltd.,RUS,Russia
AVEDON MANAGEMENT INC.,RUS,Russia
ORENOT PRODUCTS COMPANY INC.,RUS,Russia
UNISELL SH LIMITED,RUS,Russia
SOLENTA COMMERCIAL GROUP LTD.,RUS,Russia
ONET BUSINESS CORPORATION,RUS,Russia
KORETOR ALLIANCE LTD.,RUS,Russia
GLENGARRY ENGINEERING LIMITED,RUS,Russia
PS&IS TRADING GROUP LIMITED,RUS,Russia
AMROLT INVESTMENTS CORP.,RUS,Russia
REVORT COMMERCIAL CORP.,RUS,Russia
Montblanc Options Trade Corp,RUS,Russia
HELIKON INVESTMENTS LIMITED,RUS,Russia
DAGMAR ASSOCIATES LTD.,RUS,Russia
STERLINGVALE LIMITED,RUS,Russia
LiBro Projects Inc.,RUS,Russia
Adena Group Ltd,RUS,Russia
GRAD Service LTD.,RUS,Russia
CASCO OIL DEVELOPMENT LTD,RUS,Russia
ADSHED HOLDINGS LIMITED,RUS,Russia
IC FOUNDATION,RUS,Russia
Tadem Prosperity Inc.,RUS,Russia
RUTA FOUNDATION,RUS,Russia
DEKA Family Foundation,RUS,Russia
MALIBU INTERNATIONAL FOUNDATION,RUS,Russia
MARCO POLO GROUP CORP.,RUS,Russia
ALLANDALE HOLDINGS S.A.,RUS,Russia
AVEDA FOUNDATION,RUS,Russia
A&F FOUNDATION,RUS,Russia
NEW CENTURY FOUNDATION,RUS,Russia
"""LIBERTY"" RUSSIAN ANTI-COMMUNIST FOUNDATION",RUS,Russia
A Squared Yachts Ltd.,RUS,Russia
DEMRONT COMMERCIAL INC.,RUS,Russia
SILVERWING GROUP FOUNDATION,RUS,Russia
BRADY INTERNATIONAL GROUP INC.,RUS,Russia
ALAN & CLARKE TRADERS INC.,RUS,Russia
BALDWIN INTERNATIONAL LIMITED,RUS,Russia
FERRY INTERNATIONAL INC.,RUS,Russia
LEADON INTERNATIONAL LIMITED,RUS,Russia
MILART LIMITED,RUS,Russia
ARAGON CORPORATION,RUS,Russia
ELEUS FOUNDATION,RUS,Russia
PLUGAD TRADING LIMITED,RUS,Russia
WARRINGTON INTERNATIONAL CORP.,RUS,Russia
RANSOM TRADING LTD.,RUS,Russia
NAVESTOCK CORPORATION,RUS,Russia
AIRLIE MANAGEMENT INC.,RUS,Russia
ANSDALE ASSOCIATION CORP.,RUS,Russia
Springway Finance Corp.,RUS,Russia
VANTAX HOLDINGS S.A.,RUS,Russia
BASTABLE MANAGEMENT INC.,RUS,Russia
GOLDEN TOWER HOLDINGS LTD.,RUS,Russia
RESIMEX TRADING LIMITED,RUS,Russia
HODDLE INC.,RUS,Russia
ROCHERS INTERNATIONAL INC.,RUS,Russia
WILLIAM'S COMPANY S.A.,RUS,Russia
ABBASID INCORPORATED,RUS,Russia
MARIE INTERNATIONAL INC.,RUS,Russia
REAL INVESTMENT INC.,RUS,Russia
LAMBERT INVESTMENTS LTD.,RUS,Russia
ALBOX INVESTMENTS LIMITED,RUS,Russia
GATEHOUSE PROMOTION LIMITED,RUS,Russia
NIKKO INTERNATIONAL INC.,RUS,Russia
MAYER TRADING S.A.,RUS,Russia
GEMA & SAAB UNION GROUP LTD.,RUS,Russia
JENNOW INTERNATIONAL LIMITED,RUS,Russia
DIVRAL INVESTMENTS LIMITED,RUS,Russia
MYWAY OVERSEAS INCORPORATED,RUS,Russia
LESLIE & DESSAR UNION GROUP INC.,RUS,Russia
MOUNTFIELD CORPORATION,RUS,Russia
POMMERY TRADERS LTD.,RUS,Russia
ZIEGLERG INVESTMENTS CORP.,RUS,Russia
ROMA-FREE LTD.,RUS,Russia
A & I SYSTEMS LTD.,RUS,Russia
"WAYMOND BUSINESS SERVICES, INC.",RUS,Russia
PACIFIC MANAGEMENT CORPORATION,RUS,Russia
PEOPLE'S HOUSE BUILDING CORPORATION,RUS,Russia
LINDA INC.,RUS,Russia
PAMELA INVESTMENTS INC.,RUS,Russia
YORK TRADING LIMITED,RUS,Russia
MANCH INTERNATIONAL LIMITED,RUS,Russia
RAVELI TRADING CO. LTD.,RUS,Russia
RIETAM WORLDWIDE CORP.,RUS,Russia
PATRICK TRADING LIMITED,RUS,Russia
BRYDON TRADERS LIMITED,RUS,Russia
BILBO TRADING CORP.,RUS,Russia
RIDELL MANAGEMENT CORPORATION,RUS,Russia
RUDER INTERNATIONAL INC.,RUS,Russia
SULZER HOLDINGS S.A.,RUS,Russia
NIMAX INVESTMENTS S.A.,RUS,Russia
MARWICK MARKETING AGENCY LTD.,RUS,Russia
KREMER TRADERS GROUP S.A.,RUS,Russia
LAURA TRADING INC.,RUS,Russia
SOUTHALL TRADING CORP.,RUS,Russia
QUILTER SERVICES LIMITED,RUS,Russia
INGERSOLL CORPORATION,RUS,Russia
CHEMICAL PROMOTION LIMITED,RUS,Russia
R. & KERN INVESTMENTS LIMITED,RUS,Russia
LEON GROUP LTD.,RUS,Russia
BRENT TRADERS S.A.,RUS,Russia
CHALFONT INVEST CORP.,RUS,Russia
WOLFSON INTERNATIONAL LTD.,RUS,Russia
LEWIS & HILL S.A.,RUS,Russia
KASPAR LIMITED,RUS,Russia
PHARTRADE INC.,RUS,Russia
TAPIA COSMETIC CENTRE LTD.,RUS,Russia
ESMAT COMPANY LIMITED,RUS,Russia
BENTHAM TRADING CORP.,RUS,Russia
HILLCREST TRADERS INC.,RUS,Russia
NARDELLA TRADING LIMITED,RUS,Russia
ARTEFACT SYNDICATE S.A.,RUS,Russia
KARIN GLOBAL VENTURES GMBH,RUS,Russia
BISCHEL TRADING LIMITED,RUS,Russia
ANDERSON INTERNATIONAL INC.,RUS,Russia
ABRIDGE TRADING LIMITED,RUS,Russia
MOUNTFORT LIMITED,RUS,Russia
ADVOCATE'S GROUP INC.,RUS,Russia
LEKOS CORPORATION,RUS,Russia
OSMAN TRADING LIMITED,RUS,Russia
I2BF Venture Partners Ltd.,RUS,Russia
PIGGS INTERNATIONAL LTD.,RUS,Russia
FAWATEM LIMITED,RUS,Russia
OXENFORD MANAGEMENT LIMITED,RUS,Russia
KERSWELL ASSETS LIMITED,RUS,Russia
Global Travel Solutions Corporation,RUS,Russia
UNIQUE EQUITIES LTD.,RUS,Russia
SAYLEX INVESTMENTS LTD.,RUS,Russia
MINTON INVESTMENTS INC.,RUS,Russia
BIGHT INVESTMENTS INC.,RUS,Russia
CRISP INVESTMENTS S. A.,RUS,Russia
TOO PRESTO LTD.,RUS,Russia
REMY MANAGEMENT CORPORATION,RUS,Russia
IVOR PROPERTIES LTD.,RUS,Russia
CLIDEAN WORLD LIMITED,RUS,Russia
CARGO AIR CORP.,RUS,Russia
DESTIN PROPERTIES LTD.,RUS,Russia
RAJER MANAGEMENT CORPORATION,RUS,Russia
KINLOCH INVESTMENTS LTD.,RUS,Russia
PARNASSUS HOLDING S.A.,RUS,Russia
ROCHER SYSTEMS S.A.,RUS,Russia
BATTERFIELD LIMITED,RUS,Russia
SHIRLAND FUNDS GMBH,RUS,Russia
VARO TRADING INC.,RUS,Russia
DERRICK HOLDINGS GMBH,RUS,Russia
AMPARO SECURITIES S.A.,RUS,Russia
SHENFIELD INTERNATIONAL LIMITED,RUS,Russia
MOSSFORD MANAGEMENT LIMITED,RUS,Russia
HEYDON INVESTMENTS INC.,RUS,Russia
TRACHY OVERSEAS INCORPORATED,RUS,Russia
MORTLAKE INTERNATIONAL LIMITED,RUS,Russia
KESSLER FUNDS GMBH,RUS,Russia
M & E BROTHERS CORPORATION,RUS,Russia
BLANK INTERNATIONAL INVESTMENTS GMBH,RUS,Russia
ORMSIDE INCORPORATED,RUS,Russia
RUDOLF TRADING GMBH,RUS,Russia
AJK TRADING LIMITED,RUS,Russia
RED SQUARE PRODUCTIONS S.A.,RUS,Russia
UNION SYSTEMS CORPORATION,RUS,Russia
GLOBAL EXPERTS CORPORATION,RUS,Russia
MORREL HOLDINGS CORPORATION,RUS,Russia
DARTMOUTH TRADING LIMITED,RUS,Russia
ELMINGTON S.A.,RUS,Russia
GRANT WAY INCORPORATED,RUS,Russia
AMP (EUROPA) LIMITED,RUS,Russia
BRITTEN COMMERCIAL MARKET GMBH,RUS,Russia
ROMAR COMPANY LTD.,RUS,Russia
WATT TRADING LIMITED,RUS,Russia
ADELINE TRADING LIMITED,RUS,Russia
AURIC VISION LIMITED,RUS,Russia
E.S. TRADE GMBH,RUS,Russia
HABER TRADERS LIMITED,RUS,Russia
GLASGOW HOLDINGS CORPORATION,RUS,Russia
BRIAR HOLDINGS LIMITED,RUS,Russia
LOUISA LIMITED,RUS,Russia
MEDWIN TRADING LIMITED,RUS,Russia
NORMANDY TRADERS LTD.,RUS,Russia
IMBER LIMITED,RUS,Russia
PORTLAND LIMITED,RUS,Russia
HARWELL INTERNATIONAL LTD.,RUS,Russia
IXWORTH INCORPORATED,RUS,Russia
OXLEYS LIMITED,RUS,Russia
JOAN INTERNATIONAL LTD.,RUS,Russia
APA SHIPPING & TRADING COMPANY LTD.,RUS,Russia
LACOSTE TRANSFER LTD.,RUS,Russia
ILFORD MARKETING LTD.,RUS,Russia
INVERTON CORP.,RUS,Russia
OSBERTON INTERNATIONAL LTD.,RUS,Russia
INTERVAL CARTEL INC.,RUS,Russia
BARGERA INCORPORATED,RUS,Russia
LYTTON SERVICES LIMITED,RUS,Russia
TREADWAY LIMITED,RUS,Russia
STAUNCH INVEST LIMITED,RUS,Russia
ORMOND PROMOTIONS S.A.,RUS,Russia
ALDINE HOLDINGS LIMITED,RUS,Russia
QUINTON SERVICES LIMITED,RUS,Russia
RETRAG LIMITED,RUS,Russia
AGUDELO TRADING CORP.,RUS,Russia
LANGTRY INVESTMENTS LTD.,RUS,Russia
SUZIN INTERNATIONAL INC.,RUS,Russia
RELHOR LTD.,RUS,Russia
VALLOTTON CORPORATION,RUS,Russia
LINDBERG TRADING LTD.,RUS,Russia
MIG LTD.,RUS,Russia
JOCHIMS MANAGEMENT GMBH,RUS,Russia
AURORA EXPRESS LIMITED,RUS,Russia
DEIMLER INDUSTRIAL GMBH,RUS,Russia
RICH PROPERTIES LTD.,RUS,Russia
KETTERING INTERNATIONAL TRADING INC.,RUS,Russia
MILLEN TRADING S.A.,RUS,Russia
KLM TRADERS GMBH,RUS,Russia
ROSSI UNION TRADING INC.,RUS,Russia
K & P INVESTMENTS LTD.,RUS,Russia
KINGSDALE HOLDINGS LIMITED,RUS,Russia
SERVICE MEDICAL BRISE S.A.,RUS,Russia
GUISAN TRADING CORP.,RUS,Russia
NITTON HOLDINGS S.A.,RUS,Russia
"AOZT ""NARFOMSHELK"" LTD.",RUS,Russia
VICTORY SYSTEMS INC.,RUS,Russia
SCANDIA CHARTERED GROUP LTD.,RUS,Russia
TOKAI HOLDINGS CORPORATION,RUS,Russia
O'P UNION LIMITED,RUS,Russia
PANFIELD INCORPORATED,RUS,Russia
WISTER INTERNATIONAL INC.,RUS,Russia
GERALDTON PROPERTIES INC.,RUS,Russia
TIMPANI MANAGEMENT INC.,RUS,Russia
ALTAMONT MANAGEMENT INC.,RUS,Russia
AIRPLAST LIMITED,RUS,Russia
WOODSTOCK CORPORATION,RUS,Russia
OSTERLEY CORPORATION,RUS,Russia
NORMAN TRADING LIMITED,RUS,Russia
PADDOCK CREDITS INVESTMENT LIMITED,RUS,Russia
WAND ASSOCIATES CORP.,RUS,Russia
AKKORUS INVESTMENTS LTD.,RUS,Russia
ZITADELLE GRUPPE GmbH,RUS,Russia
INTER EQUIPMENT LTD.,RUS,Russia
BUSINESS FACILITIES INC.,RUS,Russia
ALLAM TRADING LIMITED,RUS,Russia
BAYERN MARKETING GMBH,RUS,Russia
GRIT SERVICES INC.,RUS,Russia
GIFT FUND S. A.,RUS,Russia
ROCK WORLDWIDE LTD.,RUS,Russia
WALTER INTEGRATOR GMBH,RUS,Russia
HOFFMANN HOLDING GMBH,RUS,Russia
BRIGHT SERVICES CORPORATION,RUS,Russia
ELITE OIL CORPORATION,RUS,Russia
VETROPACK INCORPORATED,RUS,Russia
JOSSI INTERNATIONAL GMBH,RUS,Russia
RUDOLAX INVESTMENTS LIMITED,RUS,Russia
WESTERN GROUP CORP.,RUS,Russia
RARITY ENTERPRISES LTD.,RUS,Russia
CALVERLEY INTERNATIONAL LTD.,RUS,Russia
LAURIMEL LIMITED,RUS,Russia
RIDDONS TRADERS INC.,RUS,Russia
RECTORY ENTERPRISES CORP.,RUS,Russia
ANDEX HOLDINGS INC.,RUS,Russia
BUSINESS ASSOCIATION S.A.,RUS,Russia
WESTHILL INTERNATIONAL INC.,RUS,Russia
BREWERY TRADING CORP.,RUS,Russia
JURGEN INVESTMENTS CORPORATION,RUS,Russia
GRAND TRADE GROUP INC.,RUS,Russia
RASPER UNION CORPORATION,RUS,Russia
ELECTROLUX CORPORATION,RUS,Russia
CANINICA GROUP S. A.,RUS,Russia
DEUTSCHE WERKE GMBH,RUS,Russia
AO PARITET LTD.,RUS,Russia
JONATHAN TRADERS GROUP S. A.,RUS,Russia
ATTENBERG TRADING LIMITED,RUS,Russia
GREENPARK TRADING LIMITED,RUS,Russia
W. HALL ASSOCIATION S.A.,RUS,Russia
WESTERLEY INTERNATIONAL INC.,RUS,Russia
RESERVIOR CONSULTING LTD.,RUS,Russia
TYSSEN CORPORATION,RUS,Russia
ATEKO LIMITED,RUS,Russia
DONALD GROUP INC.,RUS,Russia
K & C INVESTMENTS GROUP INC.,RUS,Russia
ERFURT SALES & SUPPLIERS GMBH,RUS,Russia
GOODWILL COMMUNICATIONS INC.,RUS,Russia
UPHILL CORPORATION,RUS,Russia
CROSSFIELD LIMITED,RUS,Russia
MILDEN TRADING LIMITED,RUS,Russia
"STEL SYSTEMS, INC.",RUS,Russia
CLIPPER INDUSTRIES LTD.,RUS,Russia
WYNTER COMMERCIAL S.A.,RUS,Russia
EUSTON CORPORATION,RUS,Russia
KENTISH INVESTMENTS LIMITED,RUS,Russia
NEILAND OVERSEAS INCORPORATED,RUS,Russia
JAVELIN TRADING INC.,RUS,Russia
BELHEATH INDUSTRIES GMBH,RUS,Russia
HAROLD INVESTMENTS INC.,RUS,Russia
"EURO-TEX, INC.",RUS,Russia
IBSEN TRADING CORP.,RUS,Russia
HIRSCH OVERSEAS INCORPORATED,RUS,Russia
BOSWELL OVERSEAS INCORPORATED,RUS,Russia
BALLINGER MANAGEMENT CORP.,RUS,Russia
FULLARTON ASSOCIATION LIMITED,RUS,Russia
"KIRBY TRADING, INC.",RUS,Russia
NORTH-EAST MARITIME CORPORATION,RUS,Russia
"NPK-VESTA, CULTURAL AND BUSINESS PROJECTS CO. LTD.",RUS,Russia
PACKINGTON INC.,RUS,Russia
DINSDALE HOLDINGS INCORPORATED,RUS,Russia
HEMSTEAD CORPORATION,RUS,Russia
K & T TRADERS LIMITED,RUS,Russia
DIMONA TRADING LIMITED,RUS,Russia
DONG JIN INTERNATIONAL CORP.,RUS,Russia
NOMEN LIMITED,RUS,Russia
CALLOWAY INVESTMENTS LIMITED,RUS,Russia
WARBURG CORPORATION,RUS,Russia
ULRICA PROMOTION S.A.,RUS,Russia
ZOLLVEREIN GRUPPE GMNH,RUS,Russia
MERTON ASSOCIATION CORP.,RUS,Russia
LESTER SERVICES INC.,RUS,Russia
ILKLEY TRADING CORPORATION,RUS,Russia
DIAMANT WEBER GMBH,RUS,Russia
MASTER CONTINENTAL COMPANY LTD.,RUS,Russia
BARNEY OVERSEAS INCORPORATED,RUS,Russia
KOPPEL INVESTMENTS LTD.,RUS,Russia
TACOLAR GROUP CORPORATION,RUS,Russia
GRIFF INVESTMENTS LTD.,RUS,Russia
INTEREL S.A.,RUS,Russia
SATRONIC INC.,RUS,Russia
NORAS GROUP CORPORATION,RUS,Russia
HAMBURG FUNDS GMBH,RUS,Russia
KARAT INTERNATIONAL LTD.,RUS,Russia
COLE GROUP INC.,RUS,Russia
AMALTEX LTD.,RUS,Russia
WORLD INTERNATIONAL SOBOR CORP.,RUS,Russia
ROLLING TRADERS S.A.,RUS,Russia
WARENDORF CORPORATION,RUS,Russia
ANTONY UNION GROUP INC.,RUS,Russia
NFN GROUP LTD.,RUS,Russia
SKONTO-METALS LTD.,RUS,Russia
SUTHERLAND ENTERPRISES INC.,RUS,Russia
MILLOM INVESTMENTS INC.,RUS,Russia
FORST TRADING LIMITED,RUS,Russia
"FIRE BIRD CONCERT AGENCY,INC.",RUS,Russia
SHILTON GROUP INC.,RUS,Russia
TECHNOLOGIE PARTICOLARE GMBH,RUS,Russia
VANDERPLANK GMBH,RUS,Russia
SUDBROOK CORPORATION,RUS,Russia
WESTCOTE TRADING LTD.,RUS,Russia
J.P. TRADING LTD.,RUS,Russia
BATPA LTD.,RUS,Russia
HAYDON TRADING LIMITED,RUS,Russia
ZANDER INVESTMENTS LIMITED,RUS,Russia
LITLETON SERVICES LTD.,RUS,Russia
LEROY MANAGEMENT CORP.,RUS,Russia
LIME INTERNATIONAL LIMITED,RUS,Russia
ILDERSLEY SERVICES LIMITED,RUS,Russia
BANSTEAD ENTERPRISES LTD.,RUS,Russia
